location_name,cause_name,year,Metric,Value,Income,Out of Pocket Expense,oops_che,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
mexico,Chronic kidney disease due to hypertension,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Chronic kidney disease due to other and unspecified causes,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Chronic lymphoid leukemia,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Chronic myeloid leukemia,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Chronic obstructive pulmonary disease,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Esophageal cancer,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Ischemic heart disease,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Ischemic stroke,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Kidney cancer,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Larynx cancer,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Lip and oral cavity cancer,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Liver cancer due to NASH,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Liver cancer due to alcohol use,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Liver cancer due to hepatitis B,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Liver cancer due to hepatitis C,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Liver cancer due to other causes,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Other chronic respiratory diseases,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Other leukemia,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Other malignant neoplasms,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Ovarian cancer,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Pancreatic cancer,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Prostate cancer,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Pulmonary Arterial Hypertension,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Pulmonary aspiration and foreign body in airway,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Rheumatic heart disease,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Stomach cancer,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Testicular cancer,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Thyroid cancer,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
mexico,Uterine cancer,2020,CHE,6.22204065,Upper-middle,38.8,209,,,,,,,,,
brazil,Acute lymphoid leukemia,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Acute myeloid leukemia,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Bladder cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Brain and central nervous system cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Breast cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Cervical cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Chronic hepatitis B including cirrhosis,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Chronic hepatitis C including cirrhosis,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Chronic kidney disease due to diabetes mellitus type 1,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Chronic kidney disease due to diabetes mellitus type 2,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Chronic kidney disease due to glomerulonephritis,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Chronic kidney disease due to hypertension,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Chronic kidney disease due to other and unspecified causes,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Chronic lymphoid leukemia,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Chronic myeloid leukemia,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Chronic obstructive pulmonary disease,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Esophageal cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Ischemic heart disease,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Ischemic stroke,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Kidney cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Larynx cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Lip and oral cavity cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Liver cancer due to NASH,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Liver cancer due to alcohol use,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Liver cancer due to hepatitis B,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Liver cancer due to hepatitis C,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Liver cancer due to other causes,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Other chronic respiratory diseases,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Other leukemia,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Other malignant neoplasms,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Ovarian cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Pancreatic cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Prostate cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Pulmonary Arterial Hypertension,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Pulmonary aspiration and foreign body in airway,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Rheumatic heart disease,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Stomach cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Testicular cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Thyroid cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
brazil,Uterine cancer,2020,CHE,10.1823502,Upper-middle,22.8,161,,,,,,,,,
saudi arabia,Acute lymphoid leukemia,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Acute myeloid leukemia,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Bladder cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Brain and central nervous system cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Breast cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Cervical cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Chronic hepatitis B including cirrhosis,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Chronic hepatitis C including cirrhosis,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Chronic kidney disease due to diabetes mellitus type 1,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Chronic kidney disease due to diabetes mellitus type 2,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Chronic kidney disease due to glomerulonephritis,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Chronic kidney disease due to hypertension,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Chronic kidney disease due to other and unspecified causes,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Chronic lymphoid leukemia,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Chronic myeloid leukemia,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Chronic obstructive pulmonary disease,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Esophageal cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Ischemic heart disease,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Ischemic stroke,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Kidney cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Larynx cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Lip and oral cavity cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Liver cancer due to NASH,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Liver cancer due to alcohol use,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Liver cancer due to hepatitis B,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Liver cancer due to hepatitis C,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Liver cancer due to other causes,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Other chronic respiratory diseases,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Other leukemia,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Other malignant neoplasms,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Ovarian cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Pancreatic cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Prostate cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Pulmonary Arterial Hypertension,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Pulmonary aspiration and foreign body in airway,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Rheumatic heart disease,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Stomach cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Testicular cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Thyroid cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
saudi arabia,Uterine cancer,2020,CHE,6.64629889,High,10.1,137,,,,,,,,,
india,Acute lymphoid leukemia,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Acute myeloid leukemia,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Bladder cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Brain and central nervous system cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Breast cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Cervical cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Chronic hepatitis B including cirrhosis,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Chronic hepatitis C including cirrhosis,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Chronic kidney disease due to diabetes mellitus type 1,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Chronic kidney disease due to diabetes mellitus type 2,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Chronic kidney disease due to glomerulonephritis,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Chronic kidney disease due to hypertension,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Chronic kidney disease due to other and unspecified causes,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Chronic lymphoid leukemia,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Chronic myeloid leukemia,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Chronic obstructive pulmonary disease,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Esophageal cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Ischemic heart disease,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Ischemic stroke,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Kidney cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Larynx cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Lip and oral cavity cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Liver cancer due to NASH,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Liver cancer due to alcohol use,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Liver cancer due to hepatitis B,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Liver cancer due to hepatitis C,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Liver cancer due to other causes,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Other chronic respiratory diseases,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Other leukemia,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Other malignant neoplasms,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Ovarian cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Pancreatic cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Prostate cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Pulmonary Arterial Hypertension,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Pulmonary aspiration and foreign body in airway,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Rheumatic heart disease,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Stomach cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Testicular cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Thyroid cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
india,Uterine cancer,2020,CHE,3.34,Lower-middle,49.5,32,,,,,,,,,
china,Acute lymphoid leukemia,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Acute myeloid leukemia,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Bladder cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Brain and central nervous system cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Breast cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Cervical cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Chronic hepatitis B including cirrhosis,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Chronic hepatitis C including cirrhosis,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Chronic kidney disease due to diabetes mellitus type 1,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Chronic kidney disease due to diabetes mellitus type 2,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Chronic kidney disease due to glomerulonephritis,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Chronic kidney disease due to hypertension,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Chronic kidney disease due to other and unspecified causes,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Chronic lymphoid leukemia,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Chronic myeloid leukemia,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Chronic obstructive pulmonary disease,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Esophageal cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Ischemic heart disease,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Ischemic stroke,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Kidney cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Larynx cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Lip and oral cavity cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Liver cancer due to NASH,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Liver cancer due to alcohol use,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Liver cancer due to hepatitis B,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Liver cancer due to hepatitis C,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Liver cancer due to other causes,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Other chronic respiratory diseases,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Other leukemia,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Other malignant neoplasms,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Ovarian cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Pancreatic cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Prostate cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Pulmonary Arterial Hypertension,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Pulmonary aspiration and foreign body in airway,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Rheumatic heart disease,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Stomach cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Testicular cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Thyroid cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
china,Uterine cancer,2020,CHE,5.59359741,Upper-middle,34.8,203,,,,,,,,,
viet nam,Acute lymphoid leukemia,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Acute myeloid leukemia,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Bladder cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Brain and central nervous system cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Breast cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Cervical cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Chronic hepatitis B including cirrhosis,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Chronic hepatitis C including cirrhosis,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Chronic kidney disease due to diabetes mellitus type 1,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Chronic kidney disease due to diabetes mellitus type 2,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Chronic kidney disease due to glomerulonephritis,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Chronic kidney disease due to hypertension,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Chronic kidney disease due to other and unspecified causes,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Chronic lymphoid leukemia,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Chronic myeloid leukemia,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Chronic obstructive pulmonary disease,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Esophageal cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Ischemic heart disease,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Ischemic stroke,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Kidney cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Larynx cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Lip and oral cavity cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Liver cancer due to NASH,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Liver cancer due to alcohol use,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Liver cancer due to hepatitis B,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Liver cancer due to hepatitis C,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Liver cancer due to other causes,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Other chronic respiratory diseases,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Other leukemia,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Other malignant neoplasms,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Ovarian cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Pancreatic cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Prostate cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Pulmonary Arterial Hypertension,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Pulmonary aspiration and foreign body in airway,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Rheumatic heart disease,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Stomach cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Testicular cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Thyroid cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
viet nam,Uterine cancer,2020,CHE,4.30061865,Lower-middle,42.7,66,,,,,,,,,
ethiopia,Acute lymphoid leukemia,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Acute myeloid leukemia,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Bladder cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Brain and central nervous system cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Breast cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Cervical cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Chronic hepatitis B including cirrhosis,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Chronic hepatitis C including cirrhosis,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Chronic kidney disease due to diabetes mellitus type 1,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Chronic kidney disease due to diabetes mellitus type 2,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Chronic kidney disease due to glomerulonephritis,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Chronic kidney disease due to hypertension,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Chronic kidney disease due to other and unspecified causes,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Chronic lymphoid leukemia,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Chronic myeloid leukemia,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Chronic obstructive pulmonary disease,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Esophageal cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Ischemic heart disease,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Ischemic stroke,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Kidney cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Larynx cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Lip and oral cavity cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Liver cancer due to NASH,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Liver cancer due to alcohol use,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Liver cancer due to hepatitis B,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Liver cancer due to hepatitis C,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Liver cancer due to other causes,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Other chronic respiratory diseases,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Other leukemia,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Other malignant neoplasms,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Ovarian cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Pancreatic cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Prostate cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Pulmonary Arterial Hypertension,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Pulmonary aspiration and foreign body in airway,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Rheumatic heart disease,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Stomach cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Testicular cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Thyroid cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
ethiopia,Uterine cancer,2020,CHE,3.48096275,Low,33.1,9,,,,,,,,,
rwanda,Acute lymphoid leukemia,2020,CHE,7.47530079,Low,10.3,6,,,,,,,,,
rwanda,Acute myeloid leukemia,2020,CHE,7.47530079,Low,10.3,6,,,,,,,,,
rwanda,Bladder cancer,2020,CHE,7.47530079,Low,10.3,6,,,,,,,,,
rwanda,Brain and central nervous system cancer,2020,CHE,7.47530079,Low,10.3,6,,,,,,,,,
rwanda,Breast cancer,2020,CHE,7.47530079,Low,10.3,6,,,,,,,,,
rwanda,Cervical cancer,2020,CHE,7.47530079,Low,10.3,6,,,,,,,,,
rwanda,Chronic hepatitis B including cirrhosis,2020,CHE,7.47530079,Low,10.3,6,,,,,,,,,
rwanda,Chronic hepatitis C including cirrhosis,2020,CHE,7.47530079,Low,10.3,6,,,,,,,,,
